timestamp,session_start,packet_count,elapsed_time,packet_rate,packets_lost,loss_rate_percent,out_of_order,duplicates,jitter_ms,queue_size,listen_port,sample_rate,channels
2025-06-12T23:31:56.090727,2025-06-12T23:30:26.058462,3300,90.0321569442749,36.65357036866865,6,0.18148820326678766,0,0,400.3281215809385,10,5004,48000,2
2025-06-12T23:31:58.078622,2025-06-12T23:30:26.058462,3400,92.02007007598877,36.948461321452285,6,0.17615971814445097,0,0,384.62830353658677,10,5004,48000,2
2025-06-12T23:32:00.079144,2025-06-12T23:30:26.058462,3500,94.02057909965515,37.22589281534044,6,0.17113519680547634,0,0,387.46715799892047,10,5004,48000,2
2025-06-12T23:32:02.089558,2025-06-12T23:30:26.058462,3600,96.03101205825806,37.487889826840814,6,0.16638935108153077,0,0,398.27920731714624,10,5004,48000,2
2025-06-12T23:32:04.090106,2025-06-12T23:30:26.058462,3700,98.03153419494629,37.74295720642452,6,0.16189962223421478,0,0,398.38718206128283,10,5004,48000,2
2025-06-12T23:32:06.089251,2025-06-12T23:30:26.058462,3800,100.03067111968994,37.988348548148565,6,0.1576458223857068,0,0,396.73037380787304,9,5004,48000,2
2025-06-12T23:32:08.088676,2025-06-12T23:30:26.058462,3900,102.03007411956787,38.22402398169029,6,0.15360983102918588,0,0,398.7881745311688,9,5004,48000,2
2025-06-12T23:32:10.090294,2025-06-12T23:30:26.058462,4000,104.03170108795166,38.449818258938926,6,0.14977533699450823,0,0,400.5957043051052,10,5004,48000,2
2025-06-12T23:32:12.089749,2025-06-12T23:30:26.058462,4100,106.03116011619568,38.667878343563906,6,0.14612761811982464,0,0,397.2467394577227,10,5004,48000,2
2025-06-12T23:32:14.079343,2025-06-12T23:30:26.058462,4200,108.02080202102661,38.881399891684346,6,0.14265335235378032,0,0,385.5867328918815,10,5004,48000,2
2025-06-12T23:32:16.080034,2025-06-12T23:30:26.058462,4300,110.02148199081421,39.083276485577706,6,0.13934045517882027,0,0,386.2987434605428,10,5004,48000,2
2025-06-12T23:32:18.089300,2025-06-12T23:30:26.058462,4400,112.0307970046997,39.2749147345209,6,0.13617793917385385,0,0,398.8575193164827,9,5004,48000,2
